competitor,comp_path,staples_carries,gold_staples_path,source,labeller,note
OfficeDepot,Office Supplies > Labor Law & Workplace Posters > General Communications Posters,1,Facilities > Facilities Signs > Labor Law Posters,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Employee Management > Attendance Forms,1,Office Supplies > Forms & Recordkeeping,stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Data Storage & Media > CD & DVD Drives,1,Hard Drives & Data Storage > Disc Drives & Burners,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Cookware > Teapots & Kettles,1,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Carafes, Kettles & Decanters",stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Carts & Stands > Carts > Transporting Carts,1,Furniture > Carts & Stands|Facilities > Material Handling,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Cameras & Camcorders > Camera Accessories > Camera Lenses & Flashes,1,"Phones, Cameras & Electronics > Cameras, Camcorders & Accessories",stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Office Equipment > Time Clocks > Time Cards & Badges,1,Retail Store Supplies > Time Clock Cards & Racks,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Cleaning Supplies > All-Purpose Cleaners,1,Cleaning Supplies > Cleaning Chemicals & Wipes,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Laundry > Irons,1,Retail Store Supplies > Sewing & Tailoring > Garment Steamers & Irons,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Medical Forms > HIPAA Compliance Forms,1,Office Supplies > Forms & Recordkeeping > Medical Forms,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Labor Law & Workplace Posters > State Posters,1,Facilities > Facilities Signs > Labor Law Posters,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Safety & Security > First Aid Safety > Eye Wash,1,Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Candy & Snacks > Gift Baskets,1,Gift Shop > Gourmet Gifts,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Networking & Cables > Network Switches & Hubs,1,Networking & WiFi > Ethernet Switches,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Cleaning Supplies > Kitchen Cleaners,1,Cleaning Supplies > Cleaning Chemicals & Wipes,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Drafting > Drafting Tools & Kits,1,Arts & Crafts > Drafting Supplies,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Batteries & Power Protection > Alkaline Batteries,1,Batteries & Power,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom,1,"Coffee, Water & Snacks",stratified sample,Claude first pass (review with team),
OfficeDepot,Towels & Bath Mats > Pool Towels,1,Furniture > Decor > Bath Mats & Towels,stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Printers > Dot Matrix Printers,1,Printers & Scanners > Printers,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Smart Home > Smart Lighting,1,Smart Home & Security > Smart Bulbs,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Writing Supplies > Correction Fluid & Tape > Correction Pens,1,Office Supplies > Writing Supplies & Instruments > Correction & White Out,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Medical Supplies > Diagnostic > Lab Supplies,1,Laboratory & Scientific Supplies,stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Computer Accessories > Laptop Accessories > Security Cable Locks,1,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories,stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Basic Supplies > Paper Punches, Cutters & Folding Machines > Paper Punches",1,"Office Supplies > Scissors, Hole Punches & Paper Cutters",stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Writing Supplies > Pencils > Mechanical Pencil Lead,1,Office Supplies > Writing Supplies & Instruments > Pencil Accessories,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Material Handling > Carts & Trucks,1,Facilities > Material Handling,stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Computer Accessories > Mice & Keyboards > Wired Mice,1,Computers & Accessories > Computer Accessories & Peripherals > Computer Mice,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Kitchen > Cookers,1,Appliances & Kitchenware > Small Appliances,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Labels & Label Makers > Full-Sheet Labels,1,Office Supplies > Labels,stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Desktop Computers > Refurbished Desktops,1,Computers & Accessories > Desktop Computers,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Phones & Accessories > Single-Line Phones > Single-Line Cordless Phones,1,"Phones, Cameras & Electronics > Phones & Accessories",stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Basic Supplies > Paper Clips, Binder Clips & Fasteners > Fasteners & Posts",1,"Office Supplies > Clips, Fasteners & Rubber Bands > Paper Fasteners",stratified sample,Claude first pass (review with team),
OfficeDepot,School Supplies > School Electronics,1,School Supplies > School Tech,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Networking & Cables,1,Networking & WiFi|Computers & Accessories > Computer Accessories & Peripherals > Cables & Cable Accessories,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Beverages,1,"Coffee, Water & Snacks > Water & Beverages",stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Tablets & Accessories,1,Tablets & iPads,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Party Supplies > Party Decorations,1,Party Supplies > Party Décor|Party Supplies,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Drafting > Classroom Compasses,1,"Tools, Parts & Supplies > Measuring & Leveling Tools > Compasses, Protractors and Markers",stratified sample,Claude first pass (review with team),
OfficeDepot,"Cleaning > Safety & Security > Fire, Gas & Water Protection > Detectors",1,Safety Supplies > Fire Protection,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Retail Store Supplies > Suggestion Boxes,1,Retail Store Supplies > Retail Signage > Suggestion & Ballot Boxes,stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Mailing, Packing & Shipping > Shipping & Moving Boxes > Moving Boxes",1,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Moving Supplies",stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Facility Supplies > Surface Protectors,1,Facilities > Paint Supplies > Surface Protection,stratified sample,Claude first pass (review with team),
OfficeDepot,Paper > Cash Register & Thermal Rolls > Cash Register & Thermal Paper Rolls,1,Paper > Specialty Paper Products > POS Paper|Paper > Thermal Fax Paper Rolls,stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Data Storage & Media > Media,1,Hard Drives & Data Storage > Blank Media,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Office Equipment > Point of Sale Systems > Point of Sale Terminal Accessories,1,Retail Store Supplies > Point of Sale (POS) Equipment,stratified sample,Claude first pass (review with team),
OfficeDepot,"Cleaning > Safety & Security > Fire, Gas & Water Protection",1,Safety Supplies > Fire Protection,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Beverages > Energy & Nutrition Drinks,1,"Coffee, Water & Snacks > Water & Beverages > Energy & Sports Drinks",stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > First Aid > Medicine,1,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Storage Cabinets & Shelving Units > Safes,1,Furniture > Safes & Secure Storage,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Networking & Cables > Modems > Analog Modems,1,Networking & WiFi > Modems,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Office Equipment > Typewriters & Accessories,1,"Shredders, Projectors & Office Machines > Typewriters & Typewriter Supplies",stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Retail Store Supplies > Counterfeit Detectors,1,Retail Store Supplies > Cash Handling > Counterfeit Money Detectors,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Heating & Cooling > Fans,1,Facilities > Heating & Cooling,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs & Benches,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Car Electronics & GPS > Vehicle GPS,1,"Phones, Cameras & Electronics > GPS",stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Writing Supplies > Pens > Calligraphy Pens,1,Office Supplies > Writing Supplies & Instruments > Pens|Arts & Crafts > Art & Drawing Pens,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Office Decor > Mirrors & Wall Art > Framed Art,1,Furniture > Decor > Wall Art,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Coffee & Coffee Supplies > Coffee Pots,1,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies",stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Computer Accessories > Computer Speakers & Headsets > Computer Headsets,1,Audio > Headsets & Microphones,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Networking & Cables > KVM Switches & Accessories,1,Computers & Accessories > Servers & Accessories > KVM Cables & Switches,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Networking & Cables > Cables > Ethernet Cables,1,Computers & Accessories > Computer Accessories & Peripherals > Cables & Cable Accessories,stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Retail Store Supplies > Retail Bags, Gift Boxes & Accessories > Retail Gift Boxes & Wrap",1,Retail Store Supplies > Retail Packaging|Party Supplies > Wrapping Supplies > Gift Boxes & Bags,stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Retail Store Supplies > Cash Registers, Rolls & POS Devices > Point of Sale Systems",1,Retail Store Supplies > Point of Sale (POS) Equipment,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Kitchen,1,Appliances & Kitchenware,stratified sample,Claude first pass (review with team),
OfficeDepot,"Breakroom > Party Supplies > Gift Wrap, Bags, & Tissue Paper",1,Party Supplies > Wrapping Supplies,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Laundry > Dryers,1,Appliances & Kitchenware > Major Appliances > Washers & Dryers,stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Utility Knives, Cutters & Blades",1,Facilities > Hand & Power Tools > Hand Tools > Box Cutters & Utility Knives,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Office Decor > Clocks,1,Furniture > Decor > Clocks & Timers,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Medical Supplies > Mobility Aids > Walkers & Canes,1,Healthcare Supplies > Durable Medical Equipment > Mobility Aids,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Facility Supplies > Electrical Switches,1,Facilities > Electrical and Wiring,stratified sample,Claude first pass (review with team),
OfficeDepot,"Breakroom > Cups, Plates & Cutlery > Cutlery",1,"Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery|Coffee, Water & Snacks > Plates, Cups & Cutlery",stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Medical Supplies > Diagnostic > Thermometers,1,"Tools, Parts & Supplies > Measuring & Leveling Tools > Medical Thermometers",stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Office Equipment > Time Clocks > Time Clock Supplies,1,Retail Store Supplies > Time Clock Ribbons & Batteries|Retail Store Supplies > Time Clock Systems,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Candy & Snacks > Chips & Pretzels,1,"Coffee, Water & Snacks > Snacks & Food",stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Computer Cards & Components > Memory > Laptop Memory,1,Computers & Accessories > Computer Parts & Components > Memory,stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Pallet Covers",1,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Poly Bags & Tubing > Pallet Covers & Sheeting",stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Lamps & Lighting > Lamps,1,Furniture > Lamps & Lighting,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Networking & Cables > Wireless Networking > Wifi Routers,1,Networking & WiFi > Routers,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Binders & Accessories > Report Covers & Portfolios,1,Office Supplies > Folders & Filing > Pocket & Presentation Folders,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Phones & Accessories > Cell Phone Accessories > Cell Phone Grips,1,"Phones, Cameras & Electronics > Cell Phone Accessories",stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Safety & Security > First Aid Safety,1,Healthcare Supplies > First Aid,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Furniture Accessories,1,,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Desk Accessories > Desk Organizer Collections,1,Office Supplies > Desk Organizers & Accessories,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Retail Store Supplies > Security > Call Bells & Counters,1,"Security, Banking & Cash > Call Bells",stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Tax Forms > 1099 Tax Forms,1,Office Supplies > Forms & Recordkeeping > Tax Forms,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Candy & Snacks > Hard Candy,1,"Coffee, Water & Snacks > Candy, Gum & Mints",stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Safety & Security > Facility Safety > Facility Safety Signs,1,Facilities > Facilities Signs > Safety Signs,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Cameras & Camcorders > Security Cameras & Surveillance > Security Cameras,1,Smart Home & Security > Security Cameras & Systems,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Lamps & Lighting > Light Bulbs > LED Light Bulbs,1,"Facilities > Commercial Lighting, Ballasts & Bulbs > Light Bulbs",stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Storage > Storage Bins & Baskets,1,Office Supplies > Storage & Organization,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Batteries & Power Protection > UPS Battery Backup,1,Batteries & Power > Power Management > Battery Backup & UPS,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Desk Accessories > Business Card Holders,1,Office Supplies > Desk Organizers & Accessories > Business Card Holders & Files,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Labels & Label Makers,1,Office Supplies > Label Makers & Tapes|Office Supplies > Labels,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Heating & Cooling > Air Conditioners & Accessories,1,Facilities > Heating & Cooling > Air Conditioners,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Office Decor,1,Furniture > Decor,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Office Equipment > Binding Equipment > Binding Covers,1,"Shredders, Projectors & Office Machines > Binding Equipment",stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances,1,"Coffee, Water & Snacks > Breakroom Appliances",stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Facial Tissues,1,"Coffee, Water & Snacks > Paper Products > Facial Tissue",stratified sample,Claude first pass (review with team),
OfficeDepot,"Breakroom > Cups, Plates & Cutlery > Napkins",1,Party Supplies > Napkins,stratified sample,Claude first pass (review with team),
OfficeDepot,School Supplies > School Furniture,1,Furniture > School Furniture,stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Computer Cards & Components > Graphic & Sound Cards > Graphic Cards,1,Computers & Accessories > Computer Parts & Components > Graphics Cards,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Heating & Cooling > Air Purifiers & Filters,1,Facilities > Air Quality,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Tools & Equipment > Measuring & Marking Tools > Thermostats,1,Facilities > Heating & Cooling > Thermostats,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Safety & Security > First Aid Safety > Pain Relievers,1,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Pain Relievers,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Binders & Accessories > Clipboards,1,Office Supplies > Office Basics > Clipboards,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Kitchen > Coffee Grinders,1,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Grinders",stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Medical Supplies > Medical Wear > Shoe Covers,1,Safety Supplies > Personal Protective Equipment (PPE) > Shoe Covers,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Cookware > Bakeware,1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Bakeware,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Business Forms > Gift Certificates,1,Retail Store Supplies > Store Security & Operations > Gift Certificates,stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Mailing, Packing & Shipping > Packing Tape",1,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Packing Tape|Shipping, Packing & Mailing Supplies > Shipping Supplies > Packing Tape & Dispensers",stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Office Equipment > Projectors,1,"Shredders, Projectors & Office Machines > Projectors & Accessories",stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Batteries & Power Protection > AV Batteries > Cordless Phone Batteries,1,Batteries & Power > Battery Shop > Cordless Phone Batteries,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Beverages > Soda,1,"Coffee, Water & Snacks > Water & Beverages > Soda",stratified sample,Claude first pass (review with team),
OfficeDepot,"Office Supplies > Basic Supplies > Magnets, Tacks & Push Pins > Magnets",1,"Office Supplies > Clips, Fasteners & Rubber Bands > Magnets",stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Bedroom > Bedding,1,Furniture > Decor > Beds & Bedding,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Appliances > Heating & Cooling > Heaters,1,Facilities > Heating & Cooling > Heaters,stratified sample,Claude first pass (review with team),
OfficeDepot,Breakroom > Beverages > Water,1,"Coffee, Water & Snacks > Water & Beverages > Water",stratified sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Data Storage & Media > Hard Drive Accessories,1,Hard Drives & Data Storage > Hard Drive Accessories,stratified sample,Claude first pass (review with team),
OfficeDepot,Furniture > Tables > Training Room Tables,1,Furniture > Home & Office Tables > Training Room Tables,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Tools & Equipment > Hand Tools > Staplers & Riveters,1,"Tools, Parts & Supplies > Hand Tools > Staplers & Riveters",stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Cleaning Supplies,1,Cleaning Supplies,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Writing Supplies > Erasers,1,Office Supplies > Writing Supplies & Instruments > Erasers,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Phones & Accessories > Cell Phone Accessories,1,"Phones, Cameras & Electronics > Cell Phone Accessories",stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Phones & Accessories > Cell Phones,1,"Phones, Cameras & Electronics > Cell Phones",stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Desk Accessories > File Organizers,1,Office Supplies > Desk Organizers & Accessories > File Organizers,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Labels & Label Makers > Label Makers,1,Office Supplies > Label Makers & Tapes > Label Makers,stratified sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Cleaning Tools > Squeegees,1,Cleaning Supplies > Cleaning Tools > Squeegees,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Filing & Folders > File Folders,1,Office Supplies > Folders & Filing > File Folders,stratified sample,Claude first pass (review with team),
OfficeDepot,Office Supplies,1,Office Supplies,stratified sample,Claude first pass (review with team),
OfficeDepot,Electronics > Phones & Accessories > VoIP > VoIP Conferencing,1,"Phones, Cameras & Electronics > Phones & Accessories > Office Phones",gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Financial Bookkeeping > Mileage Logs,1,Office Supplies > Forms & Recordkeeping,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Financial Bookkeeping > Checks,0,,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Medical Supplies > Patient Care > Feminine Hygiene,1,Healthcare Supplies > Personal Care > Period Care,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Paper > Notebooks & Pads > Steno Books,1,Paper > Notebooks|Office Supplies > Notebooks & Notepads,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Paper > Copy & Printer Paper > Cardstock,1,Paper > Card Stock,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Pet Supplies > Feeding & Hydration > Storage & Scoops,1,Expanded Assortment > Pet Supplies & Accessories,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,In Room Solutions > Appliances > Small Appliances > Mini fridge,1,Appliances & Kitchenware > Major Appliances > Refrigerators|Appliances & Kitchenware,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Electronics > Phones & Accessories > Conferencing > Video Conferencing,1,Computers & Accessories > Computer Accessories & Peripherals > Webcams,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Facility Supplies > Pesticides & Repellents,1,Cleaning Supplies > Pest Control,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Medical Supplies > Infection Control > Biohazard Supplies,1,Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Paper > Notebooks & Pads > Composition Books,1,Paper > Notebooks|Office Supplies > Notebooks & Notepads,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Furniture > Bedroom > Dressers,0,,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Furniture > Bedroom > Armoires & Wardrobes,0,,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Electronics > TVs & Home Theater > Audio Devices > Sound Bars,1,Audio > Portable Audio > Home Theater Audio,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Binders & Accessories > Dividers & Tabs > Tabs,1,Office Supplies > Binder Accessories|Office Supplies > Office Basics > Post-it® / Sticky Flags & Tabs,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Writing Supplies > Correction Fluid & Tape > Correction Fluid,1,Office Supplies > Writing Supplies & Instruments > Correction & White Out,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Cleaning > Safety & Security > Eye Protection > Eyeglasses,1,Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Business Forms > Invoices & Statements,1,Office Supplies > Forms & Recordkeeping > Business Forms,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Data Storage & Media > Media > CD-R Recordable Discs,1,Hard Drives & Data Storage > Blank Media,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Data Storage & Media > Media > Optical Discs,1,Hard Drives & Data Storage > Blank Media,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Labor Law & Workplace Posters > Spanish Posters,1,Facilities > Facilities Signs > Labor Law Posters,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Computers & Accessories > Tablets & Accessories > Apple Accessories,1,Tablets & iPads|Computers & Accessories > Computer Accessories & Peripherals,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Binders & Accessories > Report Covers & Portfolios > Twin Pocket Portfolios,1,Office Supplies > Folders & Filing > Pocket & Presentation Folders,gap-enriched sample,Claude first pass (review with team),
OfficeDepot,Office Supplies > Business Forms & Bookkeeping > Employee Management,1,Office Supplies > Forms & Recordkeeping,gap-enriched sample,Claude first pass (review with team),
