competitor,comp_path,staples_carries,gold_staples_path,source,labeller,note
Amazon,"Appliances > Refrigerators, Freezers & Ice Makers > Kegerators",1,Appliances & Kitchenware > Major Appliances > Refrigerators,stratified sample,Claude labelling agent (review with team),judgement: kegerator = beverage refrigerator subtype
Amazon,Tools & Home Improvement,1,"Facilities|Tools, Parts & Supplies",stratified sample,Claude labelling agent (review with team),broad dept: tools/hardware/electrical/plumbing split across two Staples depts
Amazon,Home & Kitchen > Bedding > Quilts & Sets,1,Furniture > Decor > Beds & Bedding > Bedding,stratified sample,Claude labelling agent (review with team),
Amazon,Home & Kitchen > Seasonal Décor > Collectible Buildings & Accessories,1,Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor,stratified sample,Claude labelling agent (review with team),judgement: Christmas village pieces = seasonal tabletop decor
Amazon,Industrial & Scientific > Cutting Tools > Band Saw Blades,1,Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories,stratified sample,Claude labelling agent (review with team),judgement: saw blades under power saw accessories
Amazon,Electronics > Television & Video > Analog-to-Digital (DTV) Converters,1,TV & Streaming Media > TV & Video > TV Accessories,stratified sample,Claude labelling agent (review with team),judgement: DTV converter box as TV accessory (legacy)
Amazon,Industrial & Scientific > Raw Materials > Plastics,0,,stratified sample,Claude labelling agent (review with team),raw plastic stock (sheet/rod/tube); no Staples shelf
Amazon,"Industrial & Scientific > Test, Measure & Inspect > Surface & Hardness Testing",1,"Safety Supplies > Test Instruments, Meters & Precision Tools",stratified sample,Claude labelling agent (review with team),judgement: niche metrology under broad test-instrument shelf
Amazon,Appliances > Vacuums & Floor Care > Steam Cleaners & Steam Mops,1,Cleaning Supplies > Floor & Carpet Cleaning Equipment,stratified sample,Claude labelling agent (review with team),
Amazon,"Industrial & Scientific > Test, Measure & Inspect",1,"Safety Supplies > Test Instruments, Meters & Precision Tools|Tools, Parts & Supplies > Measuring & Leveling Tools",stratified sample,Claude labelling agent (review with team),broad node split across two shelves
Amazon,Home & Kitchen > Bedding > Comforters & Sets,1,Furniture > Decor > Beds & Bedding > Bedding,stratified sample,Claude labelling agent (review with team),
Amazon,Home & Kitchen > Seasonal Décor > Snow Globes,1,Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor,stratified sample,Claude labelling agent (review with team),
Amazon,"Patio, Lawn & Garden > Outdoor Décor > Garage Door Decorations",1,Gift Shop > Professional Gifts > Compasses > Outdoor Decor,stratified sample,Claude labelling agent (review with team),judgement: niche exterior decor under Staples Outdoor Decor
Amazon,"Arts, Crafts & Sewing > Beading & Jewelry Making > Beading Supplies",0,,stratified sample,Claude labelling agent (review with team),jewelry-making/beading supplies; Staples craft supplies are kids/school crafts
Amazon,Industrial & Scientific > Digital Signage > Video Wall Controllers,1,TV & Streaming Media > TV & Video > Digital Signage,stratified sample,Claude labelling agent (review with team),judgement: video-wall controllers are digital-signage hardware
Amazon,"Patio, Lawn & Garden > Pools, Hot Tubs & Supplies",0,,stratified sample,Claude labelling agent (review with team),pools/hot tubs/pool chemicals; no Staples shelf (Water Recreation is rec gear)
Amazon,"Patio, Lawn & Garden > Patio Furniture & Accessories > Patio Cushion Storage Bags",1,Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers,stratified sample,Claude labelling agent (review with team),judgement: cushion storage bags sit with patio furniture covers
Amazon,Health & Personal Care > Sexual Wellness > Adult Toys & Games,0,,stratified sample,Claude labelling agent (review with team),sexual wellness; not carried
Amazon,Home & Kitchen > Event & Party Supplies > Ceremony Supplies,1,Party Supplies > Wedding Supplies > Wedding Decorations & Supplies,stratified sample,Claude labelling agent (review with team),
Amazon,"Patio, Lawn & Garden > Pools, Hot Tubs & Supplies > Parts & Accessories",0,,stratified sample,Claude labelling agent (review with team),pool/spa parts; no Staples shelf
Amazon,Industrial & Scientific > Material Handling Products > Drum & Pail Handling Equipment,1,Facilities > Material Handling,stratified sample,Claude labelling agent (review with team),judgement: drum dollies/lifters under material handling
Amazon,Home & Kitchen > Bedding > Sheets & Pillowcases,1,Furniture > Decor > Beds & Bedding > Bedding,stratified sample,Claude labelling agent (review with team),
Amazon,"Arts, Crafts & Sewing > Scrapbooking & Stamping > Photo Transfer & Coloring Supplies",1,Arts & Crafts > Scrapbooking,stratified sample,Claude labelling agent (review with team),judgement
Amazon,"Patio, Lawn & Garden > Outdoor Power Tools > Lawn Mowers & Tractors",0,,stratified sample,Claude labelling agent (review with team),judgement: no mower shelf; Outdoor Tools has blowers/pressure washers/hand tools only
Amazon,Industrial & Scientific > Raw Materials > Wood,0,,stratified sample,Claude labelling agent (review with team),raw lumber/wood stock; no Staples shelf
Amazon,Electronics > eBook Readers & Accessories > Covers,1,"Tablets & iPads > Tablet & iPad Cases, Covers & Keyboards|Tablets & iPads > E-Readers",stratified sample,Claude labelling agent (review with team),
Amazon,"Patio, Lawn & Garden > Outdoor Power Tools > Pole Saws",1,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools|Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories,stratified sample,Claude labelling agent (review with team),judgement: pole pruners/saws
Amazon,"Patio, Lawn & Garden > Outdoor Heating & Cooling > Patio Heater Replacement Parts",0,,stratified sample,Claude labelling agent (review with team),judgement: repair parts for patio heaters; Staples Outdoor Heaters shelf sells units
Amazon,Office Products > Office Electronics > Electronic Organizers,0,,stratified sample,Claude labelling agent (review with team),electronic organizers; no Staples shelf (planners are paper)
Amazon,"Patio, Lawn & Garden > Grills & Outdoor Cooking > Outdoor Cooking Tools & Accessories",1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Grilling Products,stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Professional Medical Supplies > Surgical Equipment,1,Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment,stratified sample,Claude labelling agent (review with team),judgement: procedure/surgical supplies within exam-room shelf
Amazon,"Arts, Crafts & Sewing > Crafting > Sculpture Supplies",1,Arts & Crafts > Crafting > Craft Supplies|School Supplies > School Art Supplies,stratified sample,Claude labelling agent (review with team),judgement: modeling clay/sculpting tools as craft & school art supplies
Amazon,Electronics > Video Game Consoles & Accessories > Nintendo Switch Consoles & Accessories,1,Gaming,stratified sample,Claude labelling agent (review with team),
Amazon,"Patio, Lawn & Garden > Outdoor Décor > Fountain Accessories",0,,stratified sample,Claude labelling agent (review with team),judgement: fountain pumps/parts; not outdoor decor
Amazon,Industrial & Scientific > Material Handling Products > Material Transport Equipment,1,Facilities > Material Handling,stratified sample,Claude labelling agent (review with team),
Amazon,"Home & Kitchen > Kitchen & Dining > Coffee, Tea & Espresso Appliances",1,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Makers & Espresso Machines",stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Kitchen & Bath Fixtures,1,Facilities > Plumbing,stratified sample,Claude labelling agent (review with team),faucets/sinks/showers under Facilities plumbing
Amazon,Industrial & Scientific > Cutting Tools > Drill & Tap Sets,1,"Tools, Parts & Supplies > Hand Tools > Tap Wrenches & Dies|Tools, Parts & Supplies > Power Tools > Drilling and Fastening Tools",stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific,1,"Tools, Parts & Supplies|Laboratory & Scientific Supplies",stratified sample,Claude labelling agent (review with team),broad dept: industrial MRO + lab
Amazon,"Appliances > Ranges, Ovens & Cooktops > Wall Ovens",0,,stratified sample,Claude labelling agent (review with team),built-in cooking appliance; no range/oven shelf (cf. OD Stoves = 0)
Amazon,Industrial & Scientific > Professional Medical Supplies > Instruments & Surgical Tools,1,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments|Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment,stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Science Education > Magnets & Magnetism Kits,1,Laboratory & Scientific Supplies > Educational Materials & Accessories|School Supplies > Learning at Home > Educational & STEM Toys,stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Safety & Security > Facility Safety Products,1,Safety Supplies,stratified sample,Claude labelling agent (review with team),
Amazon,Home & Kitchen > Furniture > Game & Recreation Room Furniture,1,Gift Shop > Game Room & Toys > Game Room,stratified sample,Claude labelling agent (review with team),
Amazon,"Arts, Crafts & Sewing > Organization, Storage & Transport > Storage Boxes & Organizers",1,Arts & Crafts > Crafting > Art Portfolios & Craft Storage,stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Professional Medical Supplies > Patient Treatment Equipment,1,Healthcare Supplies > Patient Care|Healthcare Supplies > Physical Therapy and Rehabilitation Equipment,stratified sample,Claude labelling agent (review with team),judgement
Amazon,Tools & Home Improvement > Appliances > In-Refrigerator Water Filters,1,"Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers",stratified sample,Claude labelling agent (review with team),judgement: fridge filters under water filters shelf
Amazon,"Arts, Crafts & Sewing > Sewing > Storage & Furniture",1,Arts & Crafts > Crafting > Art Portfolios & Craft Storage|Retail Store Supplies > Sewing & Tailoring,stratified sample,Claude labelling agent (review with team),judgement: sewing boxes/cabinets
Amazon,"Arts, Crafts & Sewing > Sewing > Industrial Machines",1,Retail Store Supplies > Sewing & Tailoring > Sewing Machines,stratified sample,Claude labelling agent (review with team),judgement: industrial variant of sewing machines
Amazon,Health & Personal Care > Sexual Wellness > Jewelry,0,,stratified sample,Claude labelling agent (review with team),sexual wellness; not carried
Amazon,Office Products > Office Furniture & Lighting > Desks & Workstations,1,Furniture > Desks,stratified sample,Claude labelling agent (review with team),
Amazon,"Home & Kitchen > Home Décor > Rugs, Pads & Protectors",1,Decor > Rugs|Decor > Rug Pads,stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Appliances > Large Appliance Accessories,1,Facilities > Washer & Dryer Accessories,stratified sample,Claude labelling agent (review with team),judgement: partial - laundry-appliance accessories only
Amazon,Home & Kitchen > Event & Party Supplies > Decorations,1,Party Supplies > Party Décor,stratified sample,Claude labelling agent (review with team),
Amazon,"Patio, Lawn & Garden > Generators & Portable Power > Generator Accessories",1,Safety Supplies > Generators,stratified sample,Claude labelling agent (review with team),judgement: accessories sit on generators shelf
Amazon,"Arts, Crafts & Sewing > Painting, Drawing & Art Supplies > Drawing",1,Arts & Crafts > Drawing Tools & Supplies|Arts & Crafts > Drawing & Colored Pencils,stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Hardware > Gate Hardware,1,"Tools, Parts & Supplies > Hardware",stratified sample,Claude labelling agent (review with team),judgement: gate latches/hinges under general hardware shelf
Amazon,Electronics > Television & Video > HD DVD Players,1,TV & Streaming Media > TV & Video > DVD & Blu-Ray Players,stratified sample,Claude labelling agent (review with team),legacy format; same product type
Amazon,"Health & Personal Care > Vitamins, Minerals & Supplements",1,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,stratified sample,Claude labelling agent (review with team),
Amazon,"Industrial & Scientific > Adhesives, Sealants & Lubricants > Adhesive Tapes",1,"Office Supplies > Tape, Fasteners & Adhesives > Tape|Tools, Parts & Supplies > Industrial Adhesives, Sealants & Tapes",stratified sample,Claude labelling agent (review with team),
Amazon,"Industrial & Scientific > Adhesives, Sealants & Lubricants > Adhesive Primers",1,"Tools, Parts & Supplies > Industrial Adhesives, Sealants & Tapes",stratified sample,Claude labelling agent (review with team),judgement: adhesion promoters within industrial adhesives
Amazon,Home & Kitchen > Bedding > Bedding Duvet Covers & Sets,1,Furniture > Decor > Beds & Bedding > Bedding,stratified sample,Claude labelling agent (review with team),
Amazon,Appliances > Laundry Appliances,1,Appliances & Kitchenware > Major Appliances > Washers & Dryers,stratified sample,Claude labelling agent (review with team),
Amazon,"Health & Personal Care > Vitamins, Minerals & Supplements > DIM Supplements",1,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Commercial Door Products > Commercial Door Hardware,1,Facilities > Hardware > Door Hardware,stratified sample,Claude labelling agent (review with team),
Amazon,"Patio, Lawn & Garden > Outdoor Heating & Cooling",1,Gift Shop > Professional Gifts > Compasses > Outdoor Heaters,stratified sample,Claude labelling agent (review with team),patio heaters/fire pits; outdoor cooling minor
Amazon,Industrial & Scientific > Occupational Health & Safety Products > Safety Signs & Signals,1,Facilities > Facilities Signs > Safety Signs,stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Power & Hand Tools > Industrial Power Tools,1,"Facilities > Hand & Power Tools > Power Tools|Tools, Parts & Supplies > Power Tools",stratified sample,Claude labelling agent (review with team),
Amazon,Health & Personal Care > Household Supplies > Air Fresheners,1,Cleaning Supplies > Cleaning Chemicals & Wipes > Air Fresheners & Deodorizers,stratified sample,Claude labelling agent (review with team),
Amazon,Health & Personal Care > Medical Supplies & Equipment > Orthopedic Supplies,1,Healthcare Supplies > Durable Medical Equipment > Orthopedics,stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Electrical > Electrical Ballasts,1,"Facilities > Commercial Lighting, Ballasts & Bulbs > Ballasts",stratified sample,Claude labelling agent (review with team),
Amazon,"Arts, Crafts & Sewing > Painting, Drawing & Art Supplies > Painting",1,Arts & Crafts > Paint|Arts & Crafts > Painting Accessories,stratified sample,Claude labelling agent (review with team),
Amazon,"Home & Kitchen > Home Décor > Photo Albums, Frames & Accessories",1,Furniture > Decor > Picture Frames & Photo Albums,stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Packaging & Shipping Supplies > Corrugated Pads,1,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Corrugated Boxes & Pads > Layer Pads",stratified sample,Claude labelling agent (review with team),
Amazon,Health & Personal Care,1,Healthcare Supplies,stratified sample,Claude labelling agent (review with team),broad dept
Amazon,Tools & Home Improvement > Measuring & Layout Tools,1,"Facilities > Hand & Power Tools > Measuring & Layout Tools|Tools, Parts & Supplies > Measuring & Leveling Tools",stratified sample,Claude labelling agent (review with team),
Amazon,"Arts, Crafts & Sewing > Crafting",1,Arts & Crafts > Crafting,stratified sample,Claude labelling agent (review with team),
Amazon,"Home & Kitchen > Heating, Cooling & Air Quality > Humidifiers",1,Facilities > Air Quality > Humidifiers,stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Retail Store Fixtures & Equipment > Mannequins,1,Retail Store Supplies > Store Fixtures & Retail Displays > Mannequins,stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Hardware > Door Hardware & Locks,1,Facilities > Hardware > Door Hardware,stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Lighting & Ceiling Fans > Commercial Lighting,1,"Facilities > Commercial Lighting, Ballasts & Bulbs > Commercial Lighting",stratified sample,Claude labelling agent (review with team),
Amazon,Industrial & Scientific > Professional Dental Supplies > Cosmetics & Restoratives,1,Healthcare Supplies > Professional Dental Supplies > Restoratives & Cosmetic,stratified sample,Claude labelling agent (review with team),
Amazon,Office Products > Office Electronics > Point-of-Sale (POS) Equipment,1,Retail Store Supplies > Point of Sale (POS) Equipment,stratified sample,Claude labelling agent (review with team),
Amazon,"Arts, Crafts & Sewing > Organization, Storage & Transport > Storage Cabinets",1,Arts & Crafts > Crafting > Art Portfolios & Craft Storage|Furniture > Storage Furniture > Storage Cabinets,stratified sample,Claude labelling agent (review with team),
Amazon,Tools & Home Improvement > Hardware > Grommets,1,Facilities > Hardware > Fasteners|Retail Store Supplies > Sewing & Tailoring > Fasteners,gap-enriched sample,Claude labelling agent (review with team),judgement: grommets/eyelets are fastener items
Amazon,"Patio, Lawn & Garden > Grills & Outdoor Cooking > Grills & Smokers",0,,gap-enriched sample,Claude labelling agent (review with team),judgement: outdoor grills/smokers; Staples only has grilling tools and countertop griddles/grills
Amazon,Electronics > Video Game Consoles & Accessories > Xbox 360,1,Gaming,gap-enriched sample,Claude labelling agent (review with team),legacy console platform; same product type -> Gaming dept
Amazon,"Arts, Crafts & Sewing > Crafting > Weaving & Spinning",0,,gap-enriched sample,Claude labelling agent (review with team),"looms/spinning wheels; Staples fiber arts limited to yarn, knit/crochet, needle arts"
Amazon,Health & Personal Care > Sexual Wellness > Novelties,0,,gap-enriched sample,Claude labelling agent (review with team),sexual wellness; not carried
Amazon,Industrial & Scientific > Professional Dental Supplies > Anesthesia,1,Healthcare Supplies > Professional Dental Supplies,gap-enriched sample,Claude labelling agent (review with team),judgement: dental supply parent shelf; no anesthetic sub-shelf
Amazon,Industrial & Scientific > Science Education > Optics,1,Laboratory & Scientific Supplies > Educational Materials & Accessories,gap-enriched sample,Claude labelling agent (review with team),
Amazon,Home & Kitchen > Home Décor > Draft Stoppers,0,,gap-enriched sample,Claude labelling agent (review with team),judgement: fabric draft stoppers; Staples door strips are commercial door hardware
Amazon,"Arts, Crafts & Sewing > Fabric Decorating > Dyes",0,,gap-enriched sample,Claude labelling agent (review with team),fabric dyes; no Staples textile-dye shelf
Amazon,Home & Kitchen > Seasonal Décor > Nutcrackers,1,Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor,gap-enriched sample,Claude labelling agent (review with team),
Amazon,"Arts, Crafts & Sewing > Beading & Jewelry Making > Charms",0,,gap-enriched sample,Claude labelling agent (review with team),jewelry-making charms; not carried
Amazon,Health & Personal Care > Household Supplies > Lighters & Matches,0,,gap-enriched sample,Claude labelling agent (review with team),household lighters/matches; only cigar accessories (gift) at Staples
Amazon,Industrial & Scientific > Janitorial & Sanitation Supplies > Commercial Odor & Drain Maintainers,1,Cleaning Supplies > Cleaning Chemicals & Wipes > Air Fresheners & Deodorizers|Cleaning Supplies > Cleaning Chemicals & Wipes > Cleaning Chemicals,gap-enriched sample,Claude labelling agent (review with team),
Amazon,Health & Personal Care > Vision Care > Contact Lenses,0,,gap-enriched sample,Claude labelling agent (review with team),Rx contact lenses; not carried
Amazon,Appliances > Garbage Disposals & Compactors > Trash Compactors,0,,gap-enriched sample,Claude labelling agent (review with team),trash compactor appliance; Staples waste shelf is cans/bags
Amazon,Industrial & Scientific > Material Handling Products > Loading Dock Levelers,0,,gap-enriched sample,Claude labelling agent (review with team),loading-dock equipment; not in Staples material handling
Amazon,"Patio, Lawn & Garden > Gardening & Lawn Care > Greenhouses & Plant Germination Equipment",0,,gap-enriched sample,Claude labelling agent (review with team),greenhouses/germination; no Staples garden-center shelf
Amazon,Home & Kitchen > Seasonal Décor > Nativity,1,Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor,gap-enriched sample,Claude labelling agent (review with team),
Amazon,Electronics > Video Game Consoles & Accessories > PlayStation 3,1,Gaming,gap-enriched sample,Claude labelling agent (review with team),legacy console platform; same product type -> Gaming dept
Amazon,Industrial & Scientific > Industrial Electrical > Semiconductor Products,0,,gap-enriched sample,Claude labelling agent (review with team),discrete electronic components; no Staples shelf
