competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
Amazon,Electronics > Video Game Consoles & Accessories > Xbox One,Electronics > Video Game Consoles & Accessories > Xbox One,True,stratified sample,"Computer Software > PC Games & Accessories > PC Gaming Accessories || Computer Software > PC Games & Accessories > PC Games || Gaming > Video Games || Computer Software > PC Games & Accessories || TV & Streaming Media > TV & Video > Car CD Players & Monitors || Gift Shop > Game Room & Toys > Game Room > Gaming Tables & Accessories || Gaming > Handheld Consoles || Gaming > Gaming Consoles || TV & Streaming Media > TV & Video > DVD & Blu-Ray Players || Gaming > Gaming Controllers || Facilities > Hand & Power Tools > Hand Tools > Box Cutters & Utility Knives || Phones, Cameras & Electronics > Phones & Accessories > Phone Accessories",,,
Amazon,"Patio, Lawn & Garden > Farm & Ranch > Livestock Supplies","Patio, Lawn & Garden > Farm & Ranch > Livestock Supplies",True,stratified sample,"Expanded Assortment > Pet Supplies & Accessories > Bird Supplies || Facilities > Grounds Maintenance > Watering Equipment || Expanded Assortment > Pet Supplies & Accessories > Bird Supplies > Bird Food, Treats and Healthcare || Expanded Assortment > Pet Supplies & Accessories > Specialty Pet Supplies || Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Grounds Maintenance > Watering Equipment > Lawn Sprinklers || School Supplies > Teacher Supplies > Physical Education & Recreation > Riding Toys & Wagons || Expanded Assortment > Pet Supplies & Accessories > Dog & Cat Supplies || Facilities > Paint Supplies > Wood Care & Maintenance || Expanded Assortment > Pet Supplies & Accessories || Party Supplies || Restaurant & Foodservice Supplies > Bar Supplies",,,
Amazon,"Arts, Crafts & Sewing > Printmaking > Printing Presses & Accessories","Arts, Crafts & Sewing > Printmaking > Printing Presses & Accessories",True,stratified sample,"Arts & Crafts > Art Paper & Rolls || Arts & Crafts > Art & Drawing Pens || Arts & Crafts > Drawing Tools & Supplies || Arts & Crafts > Painting Accessories || Arts & Crafts > Canvas & Art Boards || Arts & Crafts > Art Brushes || Arts & Crafts > Drawing & Colored Pencils || Retail Store Supplies > Sewing & Tailoring > Sewing Machines || Retail Store Supplies > Sewing & Tailoring > Needle Arts || Tools, Parts & Supplies > Chalk Reels & Marking Tools > Stencil Sets || Shredders, Projectors & Office Machines > Calculators > Printing Calculators || TV & Streaming Media > TV & Video > TV Accessories",,,
Amazon,"Patio, Lawn & Garden > Gardening & Lawn Care > Greenhouses & Accessories","Patio, Lawn & Garden > Gardening & Lawn Care > Greenhouses & Accessories",True,stratified sample,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Grounds Maintenance > Watering Equipment > Lawn Sprinklers || Furniture > Decor > Artificial Plants & Flowers || Facilities > Grounds Maintenance > Outdoor Tools > Rakes & Leaf Blowers || Facilities > Grounds Maintenance > Watering Equipment || Furniture > Decor > Wall Art > Garden Landscape || Furniture > Decor > Artificial Plants & Flowers > Artificial Plants || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Facilities > Grounds Maintenance > Outdoor Tools || Facilities > Grounds Maintenance > Watering Equipment > Water Hoses & Accessories || TV & Streaming Media > TV & Video > TV Accessories || Gift Shop > Professional Gifts > Bar Accessories,,,
Amazon,"Patio, Lawn & Garden > Gardening & Lawn Care > Plant & Soil Monitoring","Patio, Lawn & Garden > Gardening & Lawn Care > Plant & Soil Monitoring",True,stratified sample,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Grounds Maintenance > Watering Equipment || Facilities > Grounds Maintenance > Watering Equipment > Lawn Sprinklers || Furniture > Decor > Artificial Plants & Flowers > Artificial Plants || Facilities > Grounds Maintenance > Outdoor Tools || Cleaning Supplies > Pest Control || Facilities > Grounds Maintenance > Snow Removal || Furniture > Decor > Artificial Plants & Flowers > Artificial Trees || Facilities > Paint Supplies > Wood Care & Maintenance || Facilities > Grounds Maintenance > Outdoor Tools > Rakes & Leaf Blowers || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Monitoring Equipment || TV & Streaming Media > TV & Video > Car CD Players & Monitors,,,
Amazon,Industrial & Scientific > Cutting Tools > Countersinks,Industrial & Scientific > Cutting Tools > Countersinks,True,stratified sample,"Tools, Parts & Supplies > Power Tools > Finishing Tools || Tools, Parts & Supplies > Power Tools > Concrete Tools || Tools, Parts & Supplies > Hand Tools || Tools, Parts & Supplies > Power Tools > Drilling and Fastening Tools || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards || Tools, Parts & Supplies > Power Tools || Tools, Parts & Supplies > Welding Tools || Tools, Parts & Supplies > Hand Tools > Electrical Tools, Meters & Fish Tape || Facilities > Hand & Power Tools > Hand Tools || Facilities > Hand & Power Tools > Tool Storage || Facilities > Plumbing > Sinks || Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools",,,
Amazon,"Appliances > Refrigerators, Freezers & Ice Makers > Kegerators","Appliances > Refrigerators, Freezers & Ice Makers > Kegerators",True,stratified sample,"Appliances & Kitchenware > Major Appliances > Freezers || Appliances & Kitchenware > Major Appliances > Refrigerators || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Refrigerators, Freezers & Accessories || Appliances & Kitchenware > Major Appliances > Dishwashers || Coffee, Water & Snacks > Breakroom Appliances > Toaster Ovens || Appliances & Kitchenware > Small Appliances > Microwaves || Appliances & Kitchenware > Major Appliances > Ice Makers & Dispensers || Appliances & Kitchenware > Small Appliances > Griddles, Grills & Waffle Makers || Appliances & Kitchenware > Major Appliances > Washers & Dryers || Coffee, Water & Snacks > Breakroom Appliances > Blenders & Food Processors || Safety Supplies > Generators || Appliances & Kitchenware > Small Appliances > Food Dehydrators",,,
Amazon,Tools & Home Improvement,Tools & Home Improvement,False,stratified sample,"Tools, Parts & Supplies > Power Tools > Finishing Tools || Tools, Parts & Supplies > Tool & Garage Organization || Tools, Parts & Supplies > Power Tools > Concrete Tools || Facilities > Hand & Power Tools > Tool Storage || Facilities > Hand & Power Tools > Measuring & Layout Tools || Facilities > Hand & Power Tools > Hand Tools || School Supplies > Learning at Home > Learning & Development Toys || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Tools, Parts & Supplies > Power Tools || School Supplies > Learning at Home > Building Sets || Tools, Parts & Supplies > Hand Tools || Facilities > Hand & Power Tools > Power Tools",,,
Amazon,Home & Kitchen > Bedding > Quilts & Sets,Home & Kitchen > Bedding > Quilts & Sets,True,stratified sample,"Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Beds & Bedding > Beds & Mattresses || Decor > Rugs || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Gift Shop > Gift Sets, Photo & Custom Gifts > Gift Sets || School Supplies > Learning at Home > Building Sets",,,
Amazon,Home & Kitchen > Seasonal Décor > Collectible Buildings & Accessories,Home & Kitchen > Seasonal Décor > Collectible Buildings & Accessories,True,stratified sample,"Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Seasonal Decor > Standing Decor || Furniture > Decor > Home & Office Decor || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Furniture > Decor > Seasonal Decor || Furniture > Decor > Seasonal Decor > Holiday Lighting || Furniture > Decor > Wall Art > Food & Kitchen Art || School Supplies > Learning at Home > Building Sets || Gift Shop > Game Room & Toys > Game Room > Sports Displays & Collectibles",,,
Amazon,Industrial & Scientific > Cutting Tools > Band Saw Blades,Industrial & Scientific > Cutting Tools > Band Saw Blades,True,stratified sample,"Tools, Parts & Supplies > Hand Tools > Cutters & Cutter Wheels || Facilities > Hand & Power Tools > Hand Tools > Box Cutters & Utility Knives || Facilities > Hand & Power Tools > Hand Tools > Hand Saws || Tools, Parts & Supplies > Hand Tools > Electrical Tools: Wire Pulling Grips || Tools, Parts & Supplies > Hand Tools > Electrical Tools, Meters & Fish Tape || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards || Tools, Parts & Supplies > Hand Tools > Bending & Flaring Tools || Facilities > Hand & Power Tools > Hand Tools > Hammers & Striking Tools || Facilities > Hand & Power Tools > Hand Tools > Hand Tool Sets || Tools, Parts & Supplies > End Brushes || Office Supplies > Clips, Fasteners & Rubber Bands > Rubber Bands || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Patient ID Bands",,,
Amazon,Electronics > Television & Video > Analog-to-Digital (DTV) Converters,Electronics > Television & Video > Analog-to-Digital (DTV) Converters,True,stratified sample,"TV & Streaming Media > TV & Video > Digital Signage || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames || Audio > Portable Audio > Home Theater Audio > Receivers & Amplifiers || Audio > Portable Audio > Voice Recorders || Audio > Portable Audio > Home Theater Audio > Retro Audio || Audio > Portable Audio || Audio > Portable Audio > Home Theater Audio || TV & Streaming Media > TV & Video > TV Accessories || TV & Streaming Media > TV & Video || Audio > Portable Audio > Two Way Radios || Office Supplies > Forms & Recordkeeping > Digital Legal Forms || Tablets & iPads > Digital Notebooks & Accessories",,,
Amazon,Industrial & Scientific > Raw Materials > Plastics,Industrial & Scientific > Raw Materials > Plastics,True,stratified sample,"Tools, Parts & Supplies > Chemicals, Lubricants & Paints > Penetrants || Tools, Parts & Supplies > Chemicals, Lubricants & Paints || Tools, Parts & Supplies > Industrial Adhesives, Sealants & Tapes || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Hazardous Material Lab Storage || Tools, Parts & Supplies > Automotive > Tarps & Plastic Sheeting || Tools, Parts & Supplies > Resin Bonded Abrasives || Tools, Parts & Supplies > Coated Sheet Abrasives || Paper > Specialty Paper Products > Security & Carbon Paper || Tools, Parts & Supplies > Coated Roll Abrasives || Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage || Retail Store Supplies > Sewing & Tailoring > Elastic || Healthcare Supplies > Wound Care > Bandages > Elastic Bandages",,,
Amazon,"Industrial & Scientific > Test, Measure & Inspect > Surface & Hardness Testing","Industrial & Scientific > Test, Measure & Inspect > Surface & Hardness Testing",True,stratified sample,"Laboratory & Scientific Supplies > Lab Instruments & Equipment > Water & Wastewater Testing || Safety Supplies > Test Instruments, Meters & Precision Tools || Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage || Facilities > Hand & Power Tools > Measuring & Layout Tools > Inspection Mirrors || Tools, Parts & Supplies > Chalk Reels & Marking Tools > Temperature Indicators || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Testing Kits || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Time & Temperature Instruments || Facilities > Hand & Power Tools > Hand Tools > Testers & Indicators || Facilities > Paint Supplies > Surface Protection || Facilities > Hand & Power Tools > Measuring & Layout Tools > Measuring Wheels || Networking & WiFi > Network Testing Tools || Healthcare Supplies > First Aid > Emergency Preparedness",,,
Amazon,Appliances > Vacuums & Floor Care > Steam Cleaners & Steam Mops,Appliances > Vacuums & Floor Care > Steam Cleaners & Steam Mops,True,stratified sample,"Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuums || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Carpet Extractors & Cleaners || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Wet/Dry Vacuums || Cleaning Supplies > Floor & Carpet Cleaning Equipment || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Machines & Burnishers || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuum Parts & Accessories || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Auto Scrubbers || Cleaning Supplies > Cleaning Tools > Cleaning Brushes & Toilet Plungers || Cleaning Supplies > Cleaning Tools > Sponges & Scrubbers || Cleaning Supplies > Cleaning Chemicals & Wipes > Carpet Care || Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans > Mops || Facilities > Adhesives, Sealants and Patching > Concrete & Asphalt Maintenance > Cleaners and Sealers",,,
Amazon,"Industrial & Scientific > Test, Measure & Inspect","Industrial & Scientific > Test, Measure & Inspect",False,stratified sample,"Laboratory & Scientific Supplies || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Water & Wastewater Testing || Laboratory & Scientific Supplies > Lab Safety || Laboratory & Scientific Supplies > Lab Instruments & Equipment || Safety Supplies > Test Instruments, Meters & Precision Tools || Laboratory & Scientific Supplies > Controlled Environment Supplies || Laboratory & Scientific Supplies > Educational Materials & Accessories || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Time & Temperature Instruments || Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage || Laboratory & Scientific Supplies > Lab Safety > Hazard Communications, Labels, Tags & Signs || Facilities > Hand & Power Tools > Measuring & Layout Tools > Tape Measures || Facilities > Hand & Power Tools > Measuring & Layout Tools > Inspection Mirrors",,,
Amazon,Home & Kitchen > Bedding > Comforters & Sets,Home & Kitchen > Bedding > Comforters & Sets,True,stratified sample,"Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding || Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Beds & Bedding > Beds & Mattresses || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Beds & Bedding > Headboards || Retail Store Supplies > Spa & Salon > Spa & Massage > Sheets & Linens || Gift Shop > Gift Sets, Photo & Custom Gifts > Gift Sets || Facilities > Hand & Power Tools > Hand Tools > Hand Tool Sets",,,
Amazon,Home & Kitchen > Seasonal Décor > Snow Globes,Home & Kitchen > Seasonal Décor > Snow Globes,True,stratified sample,Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Seasonal Decor > Holiday Lighting || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Weather Instruments || Appliances & Kitchenware > Small Appliances > Ice Makers & Snow Cone Machines || Furniture > Decor > Seasonal Decor > Standing Decor || Facilities > Grounds Maintenance > Snow Removal > Snow Blowers || Furniture > Decor > Seasonal Decor || Gift Shop > Artificial Christmas Trees || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || School Supplies > Teacher Supplies > Teacher Resources > Maps & Globes || Facilities > Grounds Maintenance > Snow Removal,,,
Amazon,"Patio, Lawn & Garden > Outdoor Décor > Garage Door Decorations","Patio, Lawn & Garden > Outdoor Décor > Garage Door Decorations",True,stratified sample,"Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Furniture > Decor > Home & Office Decor || Furniture > Decor > Home & Office Decor > Living Room Accents || Furniture > Decor > Bath & Shower Accessories || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Shower Curtains & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Furniture > Decor > Home & Office Decor > Accent Room Dividers || Furniture > Decor > Seasonal Decor > Standing Decor || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Tools, Parts & Supplies > Tool & Garage Organization",,,
Amazon,"Arts, Crafts & Sewing > Beading & Jewelry Making > Beading Supplies","Arts, Crafts & Sewing > Beading & Jewelry Making > Beading Supplies",True,stratified sample,"Arts & Crafts > Crafting > Craft Supplies || Retail Store Supplies > Sewing & Tailoring > Knit & Crochet Supplies || Retail Store Supplies > Sewing & Tailoring > Patterns & Sewing Books || Retail Store Supplies > Sewing & Tailoring > Trim & Embellishments || Retail Store Supplies > Sewing & Tailoring > Sewing Tools || Arts & Crafts > Crafting > Craft Kits || Arts & Crafts > Scrapbooking || Retail Store Supplies > Sewing & Tailoring > Needle Arts || Party Supplies > Ribbon, Bows & Wrapping Supplies || Arts & Crafts > Drawing Tools & Supplies || Party Supplies || Restaurant & Foodservice Supplies > Bar Supplies",,,
Amazon,Industrial & Scientific > Digital Signage > Video Wall Controllers,Industrial & Scientific > Digital Signage > Video Wall Controllers,True,stratified sample,"TV & Streaming Media > TV & Video > Digital Signage || Computers & Accessories > Computer Parts & Components > Video Capture Devices || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames || Audio > Portable Audio > Two Way Radios || TV & Streaming Media > TV & Video > Smart Boards || Computers & Accessories > Computer Parts & Components > Graphics Cards || Wearable Technology > Action Cameras || Computers & Accessories > Computer Parts & Components > Tower Computer Cases || Computers & Accessories > Computer Parts & Components > RAID Controllers || Computers & Accessories > Computer Monitors & Stands || Gaming > Gaming Controllers || TV & Streaming Media > TV & Video",,,
Amazon,"Patio, Lawn & Garden > Pools, Hot Tubs & Supplies","Patio, Lawn & Garden > Pools, Hot Tubs & Supplies",False,stratified sample,"Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Plumbing > Tubs and Showers || Facilities > Grounds Maintenance > Watering Equipment > Lawn Sprinklers || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories || Facilities > Plumbing > Drinking Fountains || Facilities > Plumbing > Tubs and Showers > Wall Mounted Shower Heads || Facilities > Grounds Maintenance > Watering Equipment > Water Hoses & Accessories || Facilities > Grounds Maintenance > Outdoor Tools || Tools, Parts & Supplies || Party Supplies",,,
Amazon,"Patio, Lawn & Garden > Patio Furniture & Accessories > Patio Cushion Storage Bags","Patio, Lawn & Garden > Patio Furniture & Accessories > Patio Cushion Storage Bags",True,stratified sample,"Gift Shop > Professional Gifts > Compasses > Patio Furniture || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Furniture > Chairs & Seating || Furniture > Decor > Shower Curtains & Accessories || Furniture > Storage Furniture > Coat Trees, Stands & Hooks || Furniture > Chair Mats || Furniture > Chairs & Seating > Chair Parts & Accessories || Furniture > Storage Furniture || Furniture > Standing Desk Mats || Furniture > Decor > Bath Mats & Towels || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags || Shipping, Packing & Mailing Supplies > Shipping Supplies > Cushioning & Void Fill > Cushioning Bags & Sleeves",,,
Amazon,Health & Personal Care > Sexual Wellness > Adult Toys & Games,Health & Personal Care > Sexual Wellness > Adult Toys & Games,True,stratified sample,"School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || School Supplies > Learning at Home > Educational & STEM Toys || School Supplies > Teacher Supplies > Games, Puzzles & Toys || Healthcare Supplies > Personal Care > Baby Care > Youth Feeding Supplies || School Supplies > Learning at Home > Learning & Development Toys || Gift Shop > Game Room & Toys || School Supplies > Learning at Home > Learning Games || Healthcare Supplies > Personal Care > Baby Care || School Supplies > Teacher Supplies > Physical Education & Recreation || School Supplies > Teacher Supplies > Physical Education & Recreation > Physical Education Equipment || Healthcare Supplies > Personal Care > Incontinence > Adult Briefs || Gift Shop > Game Room & Toys > Game Room > Game Room & Games",,,
