competitor,comp_path,staples_carries,gold_staples_path,source,labeller,note
Wayfair,Smallwares > Food Storage Supplies > Spice Jars & Spice Racks,1,Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization,stratified sample,Claude labelling agent (review with team),
Wayfair,Holiday > Easter > Easter Tableware & Linens,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware|Restaurant & Foodservice Supplies > Tabletop > Placemats & Tablecloths,stratified sample,Claude labelling agent (review with team),judgement: product type = tableware/table linens; no holiday-specific shelf
Wayfair,Furniture > Custom Furniture > Custom Headboards > Adjustable Beds,1,Furniture > Decor > Beds & Bedding > Beds & Mattresses|Healthcare Supplies > Patient Care > Beds & Bedside Care > Medical Beds,stratified sample,Claude labelling agent (review with team),judgement: bed shelf + medical adjustable beds; node nested under Custom Headboards in scrape
Wayfair,Outdoor > Outdoor & Patio Furniture > Outdoor Umbrellas,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),judgement: patio umbrellas sold; placed with Patio Furniture
Wayfair,Organization > Storage Furniture > Blanket Ladders & Racks,1,Furniture > Decor > Home & Office Decor > Accent Furniture,stratified sample,Claude labelling agent (review with team),Accent Furniture lists quilt racks
Wayfair,Outdoor > Outdoor Décor > Bird Houses,0,,stratified sample,Claude labelling agent (review with team),no bird house shelf; search finds only craft kits and bulletin-board cutouts
Wayfair,"Smallwares > Pots, Pans & Skillets > Stock, Soup & Multi-Pots",1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Pots & Pans|Restaurant & Foodservice Supplies > Smallwares > Commercial Cookware,stratified sample,Claude labelling agent (review with team),
Wayfair,Boards & Technology > Electronic Mounts & Stands > Portable Electronic Mounts,1,"Tablets & iPads > Tablet Stands & Mounts|Phones, Cameras & Electronics > Cell Phone Mounts & Holders",stratified sample,Claude labelling agent (review with team),judgement: portable tablet/phone stands
Wayfair,Outdoor > Outdoor Décor > Outdoor Thermometers,1,Furniture > Decor > Weather Instruments,stratified sample,Claude labelling agent (review with team),Weather Instruments lists indoor/outdoor thermometers
Wayfair,Shop Restaurant Spaces > Dining Room > Restaurant Dining & Bar Furniture,1,Furniture > Home & Office Tables > Breakroom & Dining Tables|Furniture > Chairs & Seating > Breakroom & Dining Chairs|Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,stratified sample,Claude labelling agent (review with team),
Wayfair,"Baby & Kids > Baby & Kids Rugs, Décor & Lighting > Baby & Kids' Night Lights",1,Furniture > Lamps & Lighting > Accent Lighting,stratified sample,Claude labelling agent (review with team),judgement: Accent Lighting has touch/mood night lights; no kids-specific shelf
Wayfair,School Spaces > Library Furniture > Reception Desks & Suites,1,Furniture > Desks > Office Desks,stratified sample,Claude labelling agent (review with team),judgement: reception desks sit within Office Desks
Wayfair,School Spaces > Outdoor Playground & Recreation > Sand & Water Tables,1,School Supplies > Teacher Supplies > Physical Education & Recreation > Playground Equipment|School Supplies > Learning at Home > Learning & Development Toys,stratified sample,Claude labelling agent (review with team),judgement: a sand/water table is sold; nearest shelves
Wayfair,Outdoor > Outdoor Shades,0,,stratified sample,Claude labelling agent (review with team),"judgement: gazebos, pergolas, awnings, carports, shutters not carried; only some umbrellas/pop-up canopies"
Wayfair,Restaurant Furniture > Restaurant Dining & Bar Furniture > Low Top Restaurant Tables,1,Furniture > Home & Office Tables > Breakroom & Dining Tables,stratified sample,Claude labelling agent (review with team),
Wayfair,School Spaces > Science Lab Furniture > Science & Lab Tables,1,Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches|Furniture > Home & Office Tables > Classroom & Kids' Tables,stratified sample,Claude labelling agent (review with team),judgement: Lab Benches shelf exists but page empty in snapshot
Wayfair,Shop Restaurant Spaces > Dining Room,1,Restaurant & Foodservice Supplies > Tabletop|Furniture > Home & Office Tables > Breakroom & Dining Tables,stratified sample,Claude labelling agent (review with team),
Wayfair,Holiday > Easter > Easter Bedding & Bath,1,Furniture > Decor > Beds & Bedding > Pillows|Furniture > Decor > Bath Mats & Towels,stratified sample,Claude labelling agent (review with team),judgement: Pillows shelf lists Easter accent pillows; no holiday bedding shelf
Wayfair,Contractor > Hardware & Doors > Window Treatments,1,"Furniture > Decor > Curtains, Blinds & Shades",stratified sample,Claude labelling agent (review with team),shelf is thin (2 items)
Wayfair,Shop Contractor Spaces > Bathroom Renovation > Bathroom Tiles & Flooring,0,,stratified sample,Claude labelling agent (review with team),no tile/flooring (Ceiling Tiles only)
Wayfair,Decor & Rugs (Pro) > Business Décor > Indoor Fountains,1,Furniture > Decor > Decorative Accents,stratified sample,Claude labelling agent (review with team),Decorative Accents lists tabletop fountains
Wayfair,"Baby & Kids > Educational Games & Toys > STEM Games, Toys, and Resources",1,School Supplies > Learning at Home > Educational & STEM Toys,stratified sample,Claude labelling agent (review with team),
Wayfair,Restaurant Furniture > Restaurant Dining & Bar Furniture > Table Parts,1,Furniture > Home & Office Tables > Table Components,stratified sample,Claude labelling agent (review with team),
Wayfair,Restaurant Storage > Cabinet & Pantry Organization > Pantry Shelf Organizers,1,Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization,stratified sample,Claude labelling agent (review with team),
Wayfair,Rugs > One-of-a-Kind Rugs,1,Decor > Rugs,stratified sample,Claude labelling agent (review with team),judgement: product type = rugs
Wayfair,Restaurant Storage > Cabinet & Pantry Organization,1,Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization,stratified sample,Claude labelling agent (review with team),
Wayfair,Decor & Rugs (Pro) > Business Décor > Wall & Display Shelves,1,Furniture > Storage Furniture > Shelving,stratified sample,Claude labelling agent (review with team),Shelving includes floating wall shelves
Wayfair,Home Improvement > Kitchen Remodel & Kitchen Fixtures > Water Filtration,1,"Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers|Facilities > Plumbing > Bathroom Hardware > Water Treatment",stratified sample,Claude labelling agent (review with team),
Wayfair,Shop Hospitality Spaces > Retail > Stanchions,1,Safety Supplies > Stanchions & Barricades,stratified sample,Claude labelling agent (review with team),
Wayfair,Kitchen > Kitchen Utensils & Tools > Meat & Seafood Tools,1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Meat Preparation Equipment,stratified sample,Claude labelling agent (review with team),
Wayfair,Shop Office Spaces > Outdoor Office Furniture,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),Patio Furniture includes commercial-grade outdoor furniture
Wayfair,Organization > Garage & Outdoor Storage & Organization > Ladders,1,Facilities > Ladders & Step Stools,stratified sample,Claude labelling agent (review with team),
Wayfair,Lighting > Wall Lights,1,Furniture > Lamps & Lighting > Wall Lamps,stratified sample,Claude labelling agent (review with team),
Wayfair,Restaurant Appliances & Equipment > Beverage Equipment > Sparkling Beverage & Soda Makers,1,"Coffee, Water & Snacks > Breakroom Appliances > Drink Makers",stratified sample,Claude labelling agent (review with team),Drink Makers lists SodaStream
Wayfair,Office Storage & Organization > File & Paper Organization > Specialty Filing,1,Office Supplies > Folders & Filing > File Storage|Furniture > File Cabinets,stratified sample,Claude labelling agent (review with team),judgement: specialty filing storage
Wayfair,Organization > Garage & Outdoor Storage & Organization > Natural Material Storage,0,,stratified sample,Claude labelling agent (review with team),judgement: firewood/log racks not carried
Wayfair,Facilities & Maintenance > Maintenance Storage > Storage Racks & Shelving Units,1,Furniture > Storage Furniture > Shelving,stratified sample,Claude labelling agent (review with team),
Wayfair,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Commercial Work Tables",1,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables,stratified sample,Claude labelling agent (review with team),judgement: exact shelf exists but page empty in snapshot
Wayfair,Commercial Office Furniture > Office Desks > Reception Desks & Suites,1,Furniture > Desks > Office Desks,stratified sample,Claude labelling agent (review with team),judgement: reception desks sit within Office Desks
Wayfair,School Furniture & Supplies > Classroom Rugs & Décor > Wall Clocks,1,Furniture > Decor > Clocks & Timers,stratified sample,Claude labelling agent (review with team),
Wayfair,Facilities & Maintenance > Business Signs & Sign Holders > A-Frame Signage & Sign Holders,1,Retail Store Supplies > Retail Signage > Indoor & Outdoor Retail Signage|Retail Store Supplies > Retail Signage > Literature & Sign Holders,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Custom Furniture > Custom Bar Stools,1,Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,stratified sample,Claude labelling agent (review with team),"judgement: scrape nests all custom-furniture types under this node; labelled as bar stools (product type carried, customisation not)"
Wayfair,Organization > Jewelry Organization > Jewelry & Watch Boxes,1,"Gift Shop > Home, Personal & Travel > Jewelry Boxes & Cases",stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Custom Furniture > Custom Bar Stools > Custom Bar Stools,1,Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,stratified sample,Claude labelling agent (review with team),product type carried; customisation not
Wayfair,Facilities & Maintenance > Maintenance Storage,1,"Furniture > Storage Furniture > Shelving|Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment",stratified sample,Claude labelling agent (review with team),
Wayfair,Commercial Office Furniture > Office Cubicles & Partitions > Desk Partitions,1,Furniture > Cubicle & Panel Systems > Desktop Privacy Panels,stratified sample,Claude labelling agent (review with team),
Wayfair,Tabletop > Dinnerware > Plates,1,Restaurant & Foodservice Supplies > Tabletop > Dinnerware|Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware,stratified sample,Claude labelling agent (review with team),
Wayfair,Office Storage & Organization > File & Paper Organization,1,Office Supplies > Desk Organizers & Accessories|Office Supplies > Folders & Filing,stratified sample,Claude labelling agent (review with team),
Wayfair,Organization > Wall Shelving & Organization > Storage Racks & Shelving Units,1,Furniture > Storage Furniture > Shelving,stratified sample,Claude labelling agent (review with team),
Wayfair,Outdoor > Outdoor Fencing & Flooring > Privacy Screens,0,,stratified sample,Claude labelling agent (review with team),judgement: no outdoor privacy-screen shelf (Accent Room Dividers are indoor)
Wayfair,Outdoor > Garden,0,,stratified sample,Claude labelling agent (review with team),"judgement: planters, greenhouses, trellises, live plants not carried; only lawn tools/hoses"
Wayfair,Lighting > Outdoor Lighting > Commercial Exterior Lighting,1,"Facilities > Commercial Lighting, Ballasts & Bulbs > Commercial Lighting|Furniture > Lamps & Lighting > Outdoor Lighting",stratified sample,Claude labelling agent (review with team),
Wayfair,School Spaces > Library Furniture > School Carts & Stands,1,Furniture > Carts & Stands > Carts & Stands,stratified sample,Claude labelling agent (review with team),
Wayfair,Outdoor > Outdoor & Patio Furniture > Patio Bar Furniture,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),Patio Furniture lists patio bar tables
Wayfair,Facilities & Maintenance > Safety & Emergency Supplies > Stanchions,1,Safety Supplies > Stanchions & Barricades,stratified sample,Claude labelling agent (review with team),
Wayfair,Bedding & Bath > Shower Curtains & Accessories > Shower Curtain Rods,0,,stratified sample,Claude labelling agent (review with team),judgement: Shower Curtains & Accessories has liners/curtains only; site search finds no rods
Wayfair,Smallwares > Food Storage Supplies > Specialty Food Storage,1,Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers,stratified sample,Claude labelling agent (review with team),
Wayfair,Shop Restaurant Spaces > Commercial Kitchen > Food Storage Supplies,1,Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers,stratified sample,Claude labelling agent (review with team),
Wayfair,Decor & Pillows > Mirrors > Vanity & Dresser Mirrors,1,Furniture > Decor > Mirrors,stratified sample,Claude labelling agent (review with team),judgement: wall mirrors used as vanity mirrors; no tabletop vanity mirrors
Wayfair,Outdoor > Front Door Décor & Curb Appeal > House Numbers & Letters,0,,stratified sample,Claude labelling agent (review with team),no address numbers shelf (classroom Letters & Numbers is decor)
Wayfair,Restaurant Furniture > Banquet Furniture > Podiums & Lecterns,1,Furniture > Lecterns & PA Systems > Lecterns,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Living Room Furniture > Ottomans & Poufs,1,Furniture > Chairs & Seating > Stools & Ottomans > Ottomans,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Bedroom Furniture,1,Furniture > Decor > Beds & Bedding > Beds & Mattresses|Furniture > Decor > Beds & Bedding > Headboards,stratified sample,Claude labelling agent (review with team),"judgement: beds, mattresses, headboards covered; dressers/nightstands/armoires are not"
Wayfair,Bedding & Bath > Bedding & Bedding Sets > Throw Pillows,1,Furniture > Decor > Beds & Bedding > Pillows,stratified sample,Claude labelling agent (review with team),
Wayfair,Commercial Office Furniture > Office Tables > Coffee Tables & End Tables,1,Furniture > Home & Office Tables > Accent & Coffee Tables,stratified sample,Claude labelling agent (review with team),
Wayfair,Smallwares > Outdoor Serving & Tableware > Outdoor Drinkware,1,"Appliances & Kitchenware > Kitchenware > Dining & Tableware > Drinkware & Glassware|Appliances & Kitchenware > Kitchenware > Dining & Tableware > Carafes, Pitchers & Tumblers",stratified sample,Claude labelling agent (review with team),
Wayfair,Organization > Cleaning & Laundry Organization > Trash Bags & Liners,1,Cleaning Supplies > Waste & Recycling > Trash Bags,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Office Furniture,1,Furniture,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Office Furniture > Laptop Carts & Stands,1,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Stands & Lap Desks|Furniture > Carts & Stands > Carts & Stands,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Office Furniture > Home Office Furniture Sets,1,Furniture > Desks > Office Desks,stratified sample,Claude labelling agent (review with team),judgement: desk-led office suites sit in Office Desks; no furniture-set shelf
Wayfair,Commercial Office Furniture > Office Seating > Waiting Room & Reception Chairs,1,Furniture > Chairs & Seating > Accent & Waiting Room Chairs,stratified sample,Claude labelling agent (review with team),
Wayfair,Appliances > Washers & Dryers,1,Appliances & Kitchenware > Major Appliances > Washers & Dryers,stratified sample,Claude labelling agent (review with team),shelf thin/empty in snapshot; kept 1 per OD standard (Dryers=1)
Wayfair,Organization > Cleaning & Laundry Organization > Laundry Accessories,1,Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture,1,Furniture,stratified sample,Claude labelling agent (review with team),
Wayfair,Decor & Pillows > Wall Décor > Wall Decals,1,Furniture > Decor > Wall Art > Wall Decals,stratified sample,Claude labelling agent (review with team),
Wayfair,Outdoor > Front Door Décor & Curb Appeal > Flags,1,School Supplies > Teacher Supplies > Classroom Decorations > Flags,stratified sample,Claude labelling agent (review with team),judgement: Flags shelf = outdoor US/state flags + poles; decorative garden flags not
Wayfair,Outdoor > Backyard Play > Outdoor Games,1,School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games,stratified sample,Claude labelling agent (review with team),
Wayfair,Home Improvement > Plumbing > Drains,1,Facilities > Plumbing > Bathroom Hardware > Drains,stratified sample,Claude labelling agent (review with team),
Wayfair,Organization > Cleaning & Laundry Organization > Trash Cans & Recycling,1,Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins,stratified sample,Claude labelling agent (review with team),
Wayfair,Restaurant Furniture > Restaurant Dining & Bar Furniture > Bar Stools & Counter Stools,1,Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,stratified sample,Claude labelling agent (review with team),
Wayfair,Decor & Pillows > Decorative Accents,1,Furniture > Decor > Decorative Accents,stratified sample,Claude labelling agent (review with team),
Wayfair,Baby & Kids > Nursery Furniture > Conversion Rails,0,,gap-enriched sample,Claude labelling agent (review with team),Nursery Furniture = playards/bassinets; no crib conversion rails
Wayfair,"Outdoor > Hot Tubs, Saunas & Pools > Swimming Pools",0,,gap-enriched sample,Claude labelling agent (review with team),no pools
Wayfair,Shop Hospitality Spaces,1,Furniture|Restaurant & Foodservice Supplies|Retail Store Supplies,gap-enriched sample,Claude labelling agent (review with team),"judgement: banquet/dining/lobby/meeting furniture, restaurant, retail, spa covered across three aisles"
Wayfair,Outdoor > Outdoor Fencing & Flooring > Outdoor Deck Tiles & Planks,0,,gap-enriched sample,Claude labelling agent (review with team),no decking
Wayfair,Organization > Storage Furniture > Storage Benches > Small Bedroom Vanities,0,,gap-enriched sample,Claude labelling agent (review with team),makeup vanities not carried (node nested under Storage Benches in scrape)
Wayfair,Shop Restaurant Spaces > Lobby > Sneeze Guards,1,Furniture > Cubicle & Panel Systems > Desktop Privacy Panels,gap-enriched sample,Claude labelling agent (review with team),Desktop Privacy Panels lists freestanding sneeze guards
Wayfair,Baby & Kids > Teen Bedroom Furniture > Teen Dressers,0,,gap-enriched sample,Claude labelling agent (review with team),no dresser shelf
Wayfair,Facilities & Maintenance > Maintenance Storage > Workbenches,0,,gap-enriched sample,Claude labelling agent (review with team),judgement: no workbench shelf; Garage Storage Equipment = pegboards/tool chests
Wayfair,Outdoor > Fitness > Weight Benches,0,,gap-enriched sample,Claude labelling agent (review with team),judgement: no weight benches (Fitness Machines = cardio; Strength Training = bands/weights)
Wayfair,Shop Office Spaces > Reception Area > Reception Sets,1,Furniture > Chairs & Seating > Accent & Waiting Room Chairs,gap-enriched sample,Claude labelling agent (review with team),judgement: reception seating sets
Wayfair,Outdoor > Umbrellas > Beach Umbrellas,0,,gap-enriched sample,Claude labelling agent (review with team),judgement: only patio umbrellas and a beach sun-shelter tent; no beach umbrellas
Wayfair,"Smallwares > Pots, Pans & Skillets > Egg Poachers",1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Pots & Pans|Appliances & Kitchenware > Small Appliances > Egg Cookers & Servers,gap-enriched sample,Claude labelling agent (review with team),judgement: poacher pans / egg cookers
Wayfair,Shop Office Spaces > Reception Area,1,Furniture > Chairs & Seating > Accent & Waiting Room Chairs|Furniture > Desks > Office Desks,gap-enriched sample,Claude labelling agent (review with team),
Wayfair,Organization > Garage & Outdoor Storage & Organization > Shed Accessories,0,,gap-enriched sample,Claude labelling agent (review with team),no sheds/shed accessories
Wayfair,Shop Restaurant Spaces > Banquet > Banquet Furniture,1,Furniture > Home & Office Tables > Folding Tables|Furniture > Chairs & Seating > Stacking & Folding Chairs,gap-enriched sample,Claude labelling agent (review with team),
Wayfair,Shop Office Spaces > Breakrooms & Employee Spaces,1,"Furniture > Home & Office Tables > Breakroom & Dining Tables|Furniture > Chairs & Seating > Breakroom & Dining Chairs|Coffee, Water & Snacks > Breakroom Appliances",gap-enriched sample,Claude labelling agent (review with team),
Wayfair,Furniture > Bedroom Furniture > Nightstands,0,,gap-enriched sample,Claude labelling agent (review with team),"no nightstand shelf; a few nightstands scattered in Accent & Coffee Tables / Accent Furniture, not core (same standard as dressers)"
Wayfair,Outdoor > Umbrellas > Cantilever Umbrellas,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,gap-enriched sample,Claude labelling agent (review with team),judgement: cantilever umbrellas sold; placed with Patio Furniture
Wayfair,Shop Contractor Spaces > Kitchen Renovation,1,Facilities > Plumbing > Sinks|Facilities > Plumbing > Faucets|Appliances & Kitchenware > Major Appliances,gap-enriched sample,Claude labelling agent (review with team),"judgement: sinks, faucets, appliances, organization covered; cabinets/backsplash/flooring not"
Wayfair,Holiday > Hanukkah > Hanukkah Menorahs,0,,gap-enriched sample,Claude labelling agent (review with team),no menorahs (search finds only Hanukkah table decor)
